Id,SalePrice
1957,183489.06
1958,256510.31
1959,184273.39
1960,118404.38
1961,108291.9
1962,102768.586
1963,123744.13
1964,132103.56
1965,155525.22
1966,133397.72
1967,213524.31
1968,313186.53
1969,258158.45
1970,320461.66
1971,302671.6
1972,264601.53
1973,216823.69
1974,254505.45
1975,303986.56
1976,213157.38
1977,283610.6
1978,316692.78
1979,238211.81
1980,173614.75
1981,242006.3
1982,170532.86
1983,170532.86
1984,164854.0
1985,194079.06
1986,208876.06
1987,163885.4
1988,158238.33
1989,184246.12
1990,204787.16
1991,183658.23
1992,204436.56
1993,151057.03
1994,242436.72
1995,172274.62
1996,231352.17
1997,255952.77
1998,264628.72
1999,229319.28
2000,270153.9
2001,249922.47
2002,200775.69
2003,220620.62
2004,204054.16
2005,185747.6
2006,185487.84
2007,219269.7
2008,164076.34
2009,182096.22
2010,181010.81
2011,148426.77
2012,147050.17
2013,162875.17
2014,183367.69
2015,179084.94
2016,171832.05
2017,188859.38
2018,132379.47
2019,115721.234
2020,111650.05
2021,108307.25
2022,188608.38
2023,177545.19
2024,292708.94
2025,327150.7
2026,157791.66
2027,122594.35
2028,143160.88
2029,158202.4
2030,222352.66
2031,182663.48
2032,189590.27
2033,205708.44
2034,144371.38
2035,183288.14
2036,181298.9
2037,182973.53
2038,261280.64
2039,167276.38
2040,319791.9
2041,229230.39
2042,197443.34
2043,181095.9
2044,222860.03
2045,206222.9
2046,206437.38
2047,149889.88
2048,129407.2
2049,219631.75
2050,172217.42
2051,127618.33
2052,140545.73
2053,157588.88
2054,92140.35
2055,189900.28
2056,168838.77
2057,137514.6
2058,210075.27
2059,148761.11
2060,191037.31
2061,228255.6
2062,139247.25
2063,110692.46
2064,145417.62
2065,119415.18
2066,228223.47
2067,224313.1
2068,232068.39
2069,108895.57
2070,131006.19
2071,88692.81
2072,173046.78
2073,143319.4
2074,166070.28
2075,138240.3
2076,110005.914
2077,158815.69
2078,129283.0
2079,149293.62
2080,123993.164
2081,141145.03
2082,228923.02
2083,174024.12
2084,103339.12
2085,140885.55
2086,142971.78
2087,148661.9
2088,149517.72
2089,84470.76
2090,148466.84
2091,161190.84
2092,193485.69
2093,183120.23
2094,129037.055
2095,155522.45
2096,112548.086
2097,116002.75
2098,161300.94
2099,57363.973
2100,201076.19
2101,178106.97
2102,148647.03
2103,112178.38
2104,252110.95
2105,176601.94
2106,118579.29
2107,260465.14
2108,123787.57
2109,137242.31
2110,159444.56
2111,201348.1
2112,192182.44
2113,133884.28
2114,137744.02
2115,180236.69
2116,118731.92
2117,172811.88
2118,147404.58
2119,127475.54
2120,121405.86
2121,112318.9
2122,118091.9
2123,100610.8
2124,219129.56
2125,209070.28
2126,190970.7
2127,219869.55
2128,165941.4
2129,96001.63
2130,157602.05
2131,197469.84
2132,144292.72
2133,130600.055
2134,134651.3
2135,96465.23
2136,145993.03
2137,132363.22
2138,139209.16
2139,148245.14
2140,136323.53
2141,148605.36
2142,135204.56
2143,152448.0
2144,143653.34
2145,130083.27
2146,156380.22
2147,222046.06
2148,146979.2
2149,121805.75
2150,202172.36
2151,121837.96
2152,192307.69
2153,200801.97
2154,108327.37
2155,128641.664
2156,278766.78
2157,231758.9
2158,237144.12
2159,229945.94
2160,142545.25
2161,215512.28
2162,282302.9
2163,238022.34
2164,202168.9
2165,228929.06
2166,134308.9
2167,192391.66
2168,181614.4
2169,167831.52
2170,199869.03
2171,160576.5
2172,135747.5
2173,205844.92
2174,233452.56
2175,230151.5
2176,238422.11
2177,238868.28
2178,189123.9
2179,114583.76
2180,243330.94
2181,183545.55
2182,198883.48
2183,172708.94
2184,152787.7
2185,143116.34
2186,142431.11
2187,158199.16
2188,142332.72
2189,397487.03
2190,145402.2
2191,145402.2
2192,104441.18
2193,111718.79
2194,132838.92
2195,124512.17
2196,151967.66
2197,145858.3
2198,180811.44
2199,212367.1
2200,135277.62
2201,155435.84
2202,162060.11
2203,165392.62
2204,213670.03
2205,156150.4
2206,141736.4
2207,195475.39
2208,229701.61
2209,241954.77
2210,117506.7
2211,114949.84
2212,120940.22
2213,130946.01
2214,182966.22
2215,113952.19
2216,209849.22
2217,91113.9
2218,145680.62
2219,112841.414
2220,87996.484
2221,219493.69
2222,217102.4
2223,259336.6
2224,206161.86
2225,192634.64
2226,239706.16
2227,204950.38
2228,195461.22
2229,185090.89
2230,153095.05
2231,165291.1
2232,204632.89
2233,175661.38
2234,193948.9
2235,222688.52
2236,220267.38
2237,250691.36
2238,170440.53
2239,137611.38
2240,150484.23
2241,151432.69
2242,130934.21
2243,165852.84
2244,108303.62
2245,101772.87
2246,151152.5
2247,121904.73
2248,120525.99
2249,105562.79
2250,111447.2
2251,199902.1
2252,201850.56
2253,144913.97
2254,193021.89
2255,195727.94
2256,155464.28
2257,239266.56
2258,150293.12
2259,190148.5
2260,142583.12
2261,149474.64
2262,167810.28
2263,264992.78
2264,286945.34
2265,188631.53
2266,205508.42
2267,297054.1
2268,275030.5
2269,162715.2
2270,160895.84
2271,211852.78
2272,216151.44
2273,160793.78
2274,185584.34
2275,154573.3
2276,191947.19
2277,200535.53
2278,194690.69
2279,121452.32
2280,122827.484
2281,177590.06
2282,169642.94
2283,118567.6
2284,127381.6
2285,139705.42
2286,124289.875
2287,242625.94
2288,215876.03
2289,276494.97
2290,320930.84
2291,264738.78
2292,272681.72
2293,309314.44
2294,319105.78
2295,292324.16
2296,247140.78
2297,222694.5
2298,239194.31
2299,329419.16
2300,259265.45
2301,198283.78
2302,211123.97
2303,229055.28
2304,207188.28
2305,171399.9
2306,171399.9
2307,184024.97
2308,206991.06
2309,212857.25
2310,168221.33
2311,186463.69
2312,160413.6
2313,163645.88
2314,149613.78
2315,158859.9
2316,171228.97
2317,175057.81
2318,160177.02
2319,155267.62
2320,159428.3
2321,210707.03
2322,166430.36
2323,147387.66
2324,149563.03
2325,199827.34
2326,151699.38
2327,194772.47
2328,214795.5
2329,178513.45
2330,202715.34
2331,293284.4
2332,332137.38
2333,289925.72
2334,249558.97
2335,227839.3
2336,277598.28
2337,173783.62
2338,206142.94
2339,205070.19
2340,255743.69
2341,194511.28
2342,204174.25
2343,202701.81
2344,217609.55
2345,207553.0
2346,169896.19
2347,169349.12
2348,195418.2
2349,159656.53
2350,204544.62
2351,201743.4
2352,221354.56
2353,260704.72
2354,138754.47
2355,144504.16
2356,137833.75
2357,188785.02
2358,196223.6
2359,149376.38
2360,123365.61
2361,141974.25
2362,260015.28
2363,138537.94
2364,159470.22
2365,184535.42
2366,145820.42
2367,199200.97
2368,171712.58
2369,197266.88
2370,154481.64
2371,160796.34
2372,182653.66
2373,214031.77
2374,255033.12
2375,190056.45
2376,295535.75
2377,310005.1
2378,145498.45
2379,258915.23
2380,145861.58
2381,163979.83
2382,216585.0
2383,214007.11
2384,230599.78
2385,151294.31
2386,132657.39
2387,144529.8
2388,154582.16
2389,135482.97
2390,157521.47
2391,131265.08
2392,112181.164
2393,152156.97
2394,142765.67
2395,210807.56
2396,174258.83
2397,209857.4
2398,130136.45
2399,83550.74
2400,74262.734
2401,109058.15
2402,145155.89
2403,198050.64
2404,170345.52
2405,158835.12
2406,117405.81
2407,126844.68
2408,146654.88
2409,144500.98
2410,219115.28
2411,115797.22
2412,194948.5
2413,153709.0
2414,148860.75
2415,198069.84
2416,119312.07
2417,131129.31
2418,124626.87
2419,170871.22
2420,121176.76
2421,222362.72
2422,116021.55
2423,181919.55
2424,191734.12
2425,307622.94
2426,140202.62
2427,155640.75
2428,206950.5
2429,111405.62
2430,119797.08
2431,156640.42
2432,130553.71
2433,147857.23
2434,157008.62
2435,174671.97
2436,116090.01
2437,111697.67
2438,119080.07
2439,120251.73
2440,143010.31
2441,128668.12
2442,121144.62
2443,135333.86
2444,130188.48
2445,124956.17
2446,196994.55
2447,183096.16
2448,173094.6
2449,141770.1
2450,184610.22
2451,138739.62
2452,257245.44
2453,121577.47
2454,174702.56
2455,126072.555
2456,156319.53
2457,134147.66
2458,125646.63
2459,110829.336
2460,165182.97
2461,146578.4
2462,170420.53
2463,144911.52
2464,231608.25
2465,143772.89
2466,148993.12
2467,137324.19
2468,136165.53
2469,141110.11
2470,254227.12
2471,217607.06
2472,227153.39
2473,143203.12
2474,155432.45
2475,270776.97
2476,137371.53
2477,128007.68
2478,189431.66
2479,126332.82
2480,128343.53
2481,130951.52
2482,116649.18
2483,112552.62
2484,126197.46
2485,126365.555
2486,173900.9
2487,293118.84
2488,140233.89
2489,168999.81
2490,148385.31
2491,125420.03
2492,193444.6
2493,167470.44
2494,207319.81
2495,156931.62
2496,291147.4
2497,196965.84
2498,108273.7
2499,118013.695
2500,130843.49
2501,169876.6
2502,167896.8
2503,153893.22
2504,197172.83
2505,216243.1
2506,222257.28
2507,278058.97
2508,221556.22
2509,204926.75
2510,199284.12
2511,160970.05
2512,193546.4
2513,199966.1
2514,259933.95
2515,128576.81
2516,141681.34
2517,139450.06
2518,156120.62
2519,207484.12
2520,179471.47
2521,173904.84
2522,204324.28
2523,112154.27
2524,136687.5
2525,127202.9
2526,130973.55
2527,113824.71
2528,110218.27
2529,117083.71
2530,129802.34
2531,230913.64
2532,200601.27
2533,200312.56
2534,209758.08
2535,278439.44
2536,229368.22
2537,184340.62
2538,151516.66
2539,156549.7
2540,168679.92
2541,158691.97
2542,157531.81
2543,141415.72
2544,137079.83
2545,149044.45
2546,149081.5
2547,145006.36
2548,229442.56
2549,145600.8
2550,522150.66
2551,135198.62
2552,128765.81
2553,145402.2
2554,157886.84
2555,102048.48
2556,95963.195
2557,119620.59
2558,267597.4
2559,180058.56
2560,150198.44
2561,112482.83
2562,164295.9
2563,147204.34
2564,193843.34
2565,165213.58
2566,197009.6
2567,142709.62
2568,198548.88
2569,189219.73
2570,117254.96
2571,222232.58
2572,136762.31
2573,216186.02
2574,325215.53
2575,129494.1
2576,170358.7
2577,199042.17
2578,101935.29
2579,92601.87
2580,206029.61
2581,134855.97
2582,134312.61
2583,214251.53
2584,169694.69
2585,186353.27
2586,178980.97
2587,194604.62
2588,126812.82
2589,140730.86
2590,205119.97
2591,293160.47
2592,220792.4
2593,206868.95
2594,170703.66
2595,181554.61
2596,257077.12
2597,189424.42
2598,260890.25
2599,242248.14
2600,282917.9
2601,117615.96
2602,110917.93
2603,108709.336
2604,110921.766
2605,110867.07
2606,138761.9
2607,254817.95
2608,253344.48
2609,146698.03
2610,107060.57
2611,212925.56
2612,148473.47
2613,121402.32
2614,119411.62
2615,180291.55
2616,129360.36
2617,228660.4
2618,176593.1
2619,236003.84
2620,183726.47
2621,169248.31
2622,196325.02
2623,215332.66
2624,271315.38
2625,320426.6
2626,147945.81
2627,159710.7
2628,301511.22
2629,356029.34
2630,263845.16
2631,318738.75
2632,305401.84
2633,227732.8
2634,276086.78
2635,147422.25
2636,215669.66
2637,162893.34
2638,229937.9
2639,204303.84
2640,156587.97
2641,113109.055
2642,191581.27
2643,110154.78
2644,143678.62
2645,103673.76
2646,96972.93
2647,130721.375
2648,135182.22
2649,175744.81
2650,133399.64
2651,155694.78
2652,289779.78
2653,206133.08
2654,221492.23
2655,259156.98
2656,237476.23
2657,255792.94
2658,251213.69
2659,250570.06
2660,268692.3
2661,240628.1
2662,235534.25
2663,230194.62
2664,210901.03
2665,230590.27
2666,225791.44
2667,149352.22
2668,152758.45
2669,173887.42
2670,245955.55
2671,158600.69
2672,179068.25
2673,199825.72
2674,205265.78
2675,149723.92
2676,172629.14
2677,197699.72
2678,259595.42
2679,220801.9
2680,235360.58
2681,315985.84
2682,300131.25
2683,415287.03
2684,272684.97
2685,323425.94
2686,220993.17
2687,212834.03
2688,199671.56
2689,162204.97
2690,308538.03
2691,176462.98
2692,144458.0
2693,186144.86
2694,142753.47
2695,184188.52
2696,170637.05
2697,198981.42
2698,194934.62
2699,177393.34
2700,154062.88
2701,133950.02
2702,124254.4
2703,192280.31
2704,162168.16
2705,123776.04
2706,114099.875
2707,128032.25
2708,128933.586
2709,114451.21
2710,122052.03
2711,338621.03
2712,308705.72
2713,144636.34
2714,118502.68
2715,156818.31
2716,109759.055
2717,174834.17
2718,199682.58
2719,158987.98
2720,169261.31
2721,132366.0
2722,181837.64
2723,128218.32
2724,120992.79
2725,143002.72
2726,143972.38
2727,210511.11
2728,197954.86
2729,147516.38
2730,157782.25
2731,115669.02
2732,138821.1
2733,189860.9
2734,206406.84
2735,153630.34
2736,199548.62
2737,117411.86
2738,201147.1
2739,157926.19
2740,127027.234
2741,172873.2
2742,174044.47
2743,184807.45
2744,141727.56
2745,131986.84
2746,126462.02
2747,200286.77
2748,144509.28
2749,126586.21
2750,133035.67
2751,110578.38
2752,260250.97
2753,179286.67
2754,312986.78
2755,146099.31
2756,88527.45
2757,89099.516
2758,77602.336
2759,165501.97
2760,192488.2
2761,165061.66
2762,152429.8
2763,246474.05
2764,187284.84
2765,316548.53
2766,174689.02
2767,130817.87
2768,197550.28
2769,145144.36
2770,131909.56
2771,108309.18
2772,134633.67
2773,206647.36
2774,190393.53
2775,185017.98
2776,155492.12
2777,167863.56
2778,118555.195
2779,205667.2
2780,129953.695
2781,108488.945
2782,108179.4
2783,141350.53
2784,120700.73
2785,163407.78
2786,63111.95
2787,134971.83
2788,111252.586
2789,224877.25
2790,127214.03
2791,120694.95
2792,127903.37
2793,194075.94
2794,125101.336
2795,138670.45
2796,111815.67
2797,275084.72
2798,164701.94
2799,135111.22
2800,102342.99
2801,123766.02
2802,163696.47
2803,244757.98
2804,208430.53
2805,129967.695
2806,110205.516
2807,135666.75
2808,152517.1
2809,122025.55
2810,133401.34
2811,201523.0
2812,138862.97
2813,260356.81
2814,249973.61
2815,109299.03
2816,233373.34
2817,140047.25
2818,101363.016
2819,183521.22
2820,184767.11
2821,143675.22
2822,223465.19
2823,417405.38
2824,224742.19
2825,188360.72
2826,132753.38
2827,178078.75
2828,266316.12
2829,199508.48
2830,211373.95
2831,159119.56
2832,235178.38
2833,212665.55
2834,196674.9
2835,211261.64
2836,171841.64
2837,176240.72
2838,138673.34
2839,180309.89
2840,181021.47
2841,187355.22
2842,198483.8
2843,165451.22
2844,184976.73
2845,108289.95
2846,200023.58
2847,189135.06
2848,176487.5
2849,192737.4
2850,239618.58
2851,220470.53
2852,212409.53
2853,219634.72
2854,114542.5
2855,176412.69
2856,177956.62
2857,173044.48
2858,177425.4
2859,156899.5
2860,127704.375
2861,148524.53
2862,184616.97
2863,116744.76
2864,239513.38
2865,135189.25
2866,181516.34
2867,102238.3
2868,145412.31
2869,183529.56
2870,187951.31
2871,144393.81
2872,63650.668
2873,161974.53
2874,172888.56
2875,144234.84
2876,182615.4
2877,154707.62
2878,168113.27
2879,163038.9
2880,140272.45
2881,167019.0
2882,189424.9
2883,185955.22
2884,172629.66
2885,195088.33
2886,245101.0
2887,132061.53
2888,147485.62
2889,84197.21
2890,90409.43
2891,175657.31
2892,90836.93
2893,160557.62
2894,99464.734
2895,233981.1
2896,217255.22
2897,214723.45
2898,211507.53
2899,196602.83
2900,153147.89
2901,210028.88
2902,178028.12
2903,260309.4
2904,243917.66
2905,202574.56
2906,173544.4
2907,139839.6
2908,109259.91
2909,209909.16
2910,79630.19
2911,110917.93
2912,181502.22
2913,110921.766
2914,110921.766
2915,110921.766
2916,110878.61
2917,182128.62
2918,126549.64
2919,217272.88
